,movieId,plot
4486,6636,"Walter Gibson is a university freshman going through a dry spell. His old buddy arranges a ""sure thing"" for him in California. Gibson and his classmate Allison then take a long road trip out to Cali, and both foil each other's plans."
4487,6638,"Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends."
4488,6639,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.
4489,6643,"An old couple visit their children and grandchildren in the city, but receive little attention."
4490,6644,"It's July, and Delphine has nowhere to go for the summer. She feels very bored and ""empty"", but this won't last; one day she accidently meets someone who seems to be totally made for her..."
4491,6645,"In the 25th century, a time when people have designations instead of names, a man, THX 1138, and a woman, LUH 3417, rebel against their rigidly-controlled society."
4492,6650,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.
4493,6654,"When an ancient underground civilization and their snake-like guardian plots to reclaim the surface world, those of the surface fights back."
4494,6656,"Lonely, deranged puppet-master designs a machine that shrinks people."
4495,6658,"A Hollywood composer goes through a mid-life crisis and becomes infatuated with a sexy, newly married woman."
4496,6659,Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.
4497,6660,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
4498,6662,"The bumbling Inspector Clouseau travels to Rome to catch a notorious jewel thief known as ""The Phantom"" before he conducts his most daring heist yet: a princess' priceless diamond with one slight imperfection, known as ""The Pink Panther""."
4499,6663,"Charles Dreyfus (Herbert Lom), who has finally cracked over Inspector Jacques Clouseau's (Peter Sellers') antics, escapes from a mental institution and launches an elaborate plan to get rid of Clouseau once and for all."
4500,6664,"A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate."
4501,6665,"In 1913, the charming, seductive and sinister vampire Count Dracula travels to England in search of an immortal bride."
4502,6666,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together."
4503,6667,A reassessment of the tragedy at Waco that left 76 members of the Branch Davidian religious sect dead.
4504,6668,"Prompted by the death of his father and the grief of his mother, a man recalls the story of how they met in flashback."
4505,6669,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.
4506,6670,A guy dies after collecting comic books for decades. His mom inherits them and she ain't selling. Owners of 2 comic book stores want the collection. Their scheming gets ever more desperate.
4507,6671,"Janet Frame was a brilliant child who, as a teen, was misdiagnosed with schizophrenia. Explore Janet's discovery of the world and her life in Europe as her books are published to acclaim."
4508,6678,"Under a dystopian religious tyranny, most women cannot conceive children. Those young women who can live in a form of sexual slavery to provide children for influential families."
4509,6679,"While Microsoft may be the biggest software company in the world, not every computer user is a fan of their products, or their way of doing business. While Microsoft's Windows became the most widely used operating system for personal computers in the world, many experts took issue with Microsoft's strict policies regarding licensing, ownership, distribution, and alteration of their software. The objections of many high-profile technology experts, most notably Richard Stallman, led to what has become known as ""the Open Source Movement,"" which is centered on the belief that computer software should be free both in the economic and intellectual senses of the word. Eventually, one of Stallman's admirers, Linus Torvalds, created a new operating system called Linux, a freely distributed software which many programmers consider to be markedly superior to Windows. Revolution OS is a documentary that examines the genesis of the Open Source Movement, and explores and explains the technical and intellectual issues involved in a manner understandable to computer aficionados and non-techheads alike.::Mark Deming, Rovi"
4510,6684,"While recovering in Venice, sickly composer Gustav von Aschenbach becomes dangerously fixated with teenager Tadzio."
4511,6686,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.
4512,6687,"After a man is asked to house sit for his boss, he becomes determined to get closer to the boss's daughter, but events keep unfolding that stop him from achieving his goal."
4513,6688,"Faced with a looming death, an aging prankster makes the most of his remaining life."
4514,6689,"Two high school boys, reenacting historic battles, use learned strategy and team up for war on a school bully. One falls for the other's sister."
4515,6691,"A New York thief, a tough-as-nails hundred-year-old woman, two brothers from the Wild West, a Macedonian revolutionary and a beautiful pregnant woman, all cross paths in a tale that spans two continents and three centuries."
